id,eng,ar1,ar2
e55  ,For the portion of the visible part which is screened off when a part of the opening is covered always lies together with the eye and the covered part of the opening in a line parallel to the straight line extending along the middle of the ruler’s surface parallel to its length.,فإن ذلك الجزء الذي يستتر من الجزء المبصر إذا ستر بعض ثقب الأنبوب يكون أبداً هو والبصر والجزء المستتر من ثقب الأنبوب على خط مواز للخط المستقيم الذي يمتد في سطح المسطرة ومواز لطول الأنبوب.,فإن ذلك الجزء الذي يستتر من الجزء المبصر إذا ستر بعض ثقب الأنبوب يكون أبدا هو والبصر والجزء المستتر من ثقب الأنبوب على خط مواز للخط المستقيم الذي يمتد في سطح المسطرة ومواز لطول الأنبوب.
e56  ,"When the cover is removed, the eye will again perceive that same portion of the visible object. That is always found to be so, with no variation or change.","ثم إذا رفع الساتر عاد إدراك البصر لذلك الجزء من المبصر كذلك دائماً لا يختلف ولا ينتقض.
","ثم إذا رفع الساتر عاد إدراك البصر لذلك الجزء من المبصر كذلك دائما لا يختلف ولا ينتقض.
"
e57  ,"Now when the observer looks at the visible object through the opening in the tube while the ruler lies between the eye and the object, and the opening is obstructed so as to hide that part of the object’s surface which the eye formerly perceived, there will exist in this situation between that part of the visible object and the surface of the eye a continuum of air that is free from opaque bodies and an infinity of non-rectilinear distances.","وإذا نظر الناظر إلى المبصر من ثقب الأنبوب وخفي الجزء الذي كان يدركه البصر من سطح المبصر، فإن بين ذلك الجزء من المبصر في تلك الحال وبين سطح البصر هواء متصلاً لا يتخلله شيء من الأجسام الكثيفة ومسافات لا نهاية لها غير مستقيمة.","وإذا نظر الناظر إلى المبصر من ثقب الأنبوب وخفي الجزء الذي كان يدركه البصر من سطح المبصر، فإن بين ذلك الجزء من المبصر في تلك الحال وبين سطح البصر هواء متصلا لا يتخلله شيء من الأجسام الكثيفة ومسافات لا نهاية لها غير مستقيمة."
e58  ,"For open air exists between one end of the tube and the eye, and likewise between the object and the other end of the tube.","إذ بين طرف الأنبوب وبين البصر فضاء منكشف، وكذلك بين المبصر وبين الطرف الآخر من الأنبوب،","إذ بين طرف الأنبوب وبين البصر فضاء منكشف، وكذلك بين المبصر وبين الطرف الآخر من الأنبوب،"
e59  ,"But the continuum of air that exists between the eye and the object is not in this case rectilinear. And of all the lines that can be imagined between the eye and that part of the visible object, only the straight lines have in this case been interrupted.","إلا أن الهواء المتصل الذي بين البصر وبين المبصر في تلك الحال ليس هو متصلاً على استقامة بل هو اتصالاً على غير استقامة، ولم ينقطع في تلك الحال من الخطوط التي يمكن أن نتوهم بين البصر وبين ذلك الجزء من المبصر إلا الخطوط المستقيمة فقط.","إلا أن الهواء المتصل الذي بين البصر وبين المبصر في تلك الحال ليس هو متصلا على استقامة بل هو اتصالا على غير استقامة، ولم ينقطع في تلك الحال من الخطوط التي يمكن أن نتوهم بين البصر وبين ذلك الجزء من المبصر إلا الخطوط المستقيمة فقط."
e60  ,"Thus, if it were possible for sight to perceive an object existing with it in the same atmosphere through nonrectilinear lines, then it would perceive that part of the object opposite the tube’s opening after the opening has been obstructed. But we find, when such an object is experimentally examined and observed in the manner we have described, that it ceases to be visible upon closing the opening.","فلو كان ممكناً أن يدرك البصر المبصر الذي هو معه في هواء واحد على غير سمت الاستقامة لقد كان يدرك الجزء من المبصر المقابل لثقب الأنبوب بعد سد ثقب الأنبوب. لكن يوجد ما هذه صفته من المبصرات إذا اعتبر وتؤمل على هذه الصفة التي حددناها فليس يدركه البصر عند سد الأنبوب.
","فلو كان ممكنا أن يدرك البصر المبصر الذي هو معه في هواء واحد على غير سمت الاستقامة لقد كان يدرك الجزء من المبصر المقابل لثقب الأنبوب بعد سد ثقب الأنبوب. لكن يوجد ما هذه صفته من المبصرات إذا اعتبر وتؤمل على هذه الصفة التي حددناها فليس يدركه البصر عند سد الأنبوب.
"
e61  ,"It follows from this experiment, with a necessity that dispels doubt, that sight does not perceive any visible object existing with it in the same atmosphere, this perception being not by reflection, except through the straight lines alone that can be imagined to extend between the surface of the object and the surface of the eye.","فيجب من هذا الاعتبار وجوباً تسقط معه الشبهات أن البصر ليس يدرك شيئاً من المبصرات التي تكون معه في هواء واحد، ويكون إدراكه لا بالانعكاس، إلا على سموت الخطوط المستقيمة فقط التي تتوهم ممتدة بين سطحه وبين سطح البصر.
","فيجب من هذا الاعتبار وجوبا تسقط معه الشبهات أن البصر ليس يدرك شيئا من المبصرات التي تكون معه في هواء واحد، ويكون إدراكه لا بالانعكاس، إلا على سموت الخطوط المستقيمة فقط التي تتوهم ممتدة بين سطحه وبين سطح البصر.
"
e62  ,"Again, we find that sight does not perceive any visible object unless there exists in the object some light which the object either possesses of itself or which radiates upon it from another object.",وأيضاً فإنا نجد البصر ليس يدرك شيئاً من المبصرات إلا إذا كان في المبصر ضوء ما إما من ذاته أو مشرق عليه من غيره.,وأيضا فإنا نجد البصر ليس يدرك شيئا من المبصرات إلا إذا كان في المبصر ضوء ما إما من ذاته أو مشرق عليه من غيره.
e63  ,"If the object is dark and has no light whatever in it, it will not be perceived or sensed by sight.",ومتى كان المبصر مظلماً لا ضوء فيه بوجه من الوجوه لم يدركه البصر ولم يحس به.,ومتى كان المبصر مظلما لا ضوء فيه بوجه من الوجوه لم يدركه البصر ولم يحس به.
e64  ,We also find that when the eye is in a dark place it perceives the objects facing it if they are illuminated by some light and if the intermediate atmosphere is continuous and uninterrupted by any opaque body.,"ونجد البصر إذا كان في مكان مظلم فقد يدرك المبصرات إذا كانت مقابلة له وكانت مضيئة بأي ضوء كان، وكان الهواء الذي بينه وبينها متصلاً لا يتخلله شيء من الأجسام الكثيفة.","ونجد البصر إذا كان في مكان مظلم فقد يدرك المبصرات إذا كانت مقابلة له وكانت مضيئة بأي ضوء كان، وكان الهواء الذي بينه وبينها متصلا لا يتخلله شيء من الأجسام الكثيفة."
e65  ,"If the object is in a dark place that has no light, and the eye is situated in an illuminated place, then that object will not be perceived or sensed by sight. And we find this state of affairs to be uniform and without variation or change.","فإذا كان المبصر في مكان مظلم، ولم يكن فيه شيء من الضوء، وكان البصر في مكان مضيء، فليس يدرك البصر ذلك المبصر ولا يحس به. ونجد هذه الحال مطردة لا تختلف ولا تتغير.","فإذا كان المبصر في مكان مظلم، ولم يكن فيه شيء من الضوء، وكان البصر في مكان مضيء، فليس يدرك البصر ذلك المبصر ولا يحس به. ونجد هذه الحال مطردة لا تختلف ولا تتغير."
e66  ,"This therefore proves that if the object has some light in it, and it is one of the possible objects of visual perception, and if the light in it is up to the limit that may be perceived by sight, then sight will perceive that object whether or not the air surrounding the eye is illuminated by a different light from that which is in the object.","فدل ذلك على أن المبصر، إذا كان فيه ضوء ما، وكان من المبصرات التي يصح أن يدركها البصر، وكان الضوء الذي بالمبصر إلى الحد الذي يصح أن يحس به البصر، فإن البصر يدرك ذلك المبصر، كان الهواء المحيط بالبصر مضيئاً بغير الضوء الذي في المبصر أو لم يكن مضيئاً بغير ذلك الضوء.
","فدل ذلك على أن المبصر، إذا كان فيه ضوء ما، وكان من المبصرات التي يصح أن يدركها البصر، وكان الضوء الذي بالمبصر إلى الحد الذي يصح أن يحس به البصر، فإن البصر يدرك ذلك المبصر، كان الهواء المحيط بالبصر مضيئا بغير الضوء الذي في المبصر أو لم يكن مضيئا بغير ذلك الضوء.
"
e67  ,"Further, we find that sight does not perceive any visible object unless the object is of a certain size (by ‘size’ I mean the measure of the object, be it a body, a surface or a line), and it does not perceive extremely small objects.",ونجد البصر ليس يدرك شيئاً من المبصرات إلا إذا كان حجمه مقتدراً وأريد بالحجم مساحة المبصر جسماً كان أو سطحاً أو خطاً وليس يدرك من المبصرات ما كان بغاية الصغر.,ونجد البصر ليس يدرك شيئا من المبصرات إلا إذا كان حجمه مقتدرا وأريد بالحجم مساحة المبصر جسما كان أو سطحا أو خطا وليس يدرك من المبصرات ما كان بغاية الصغر.
e68  ,It is discovered by reasoning that there exist small bodies which cannot in any way be perceived by sight.,ويوجد من الأجسام الصغار بالاستدلال ما لا يدركه البصر بوجه من الوجوه.,ويوجد من الأجسام الصغار بالاستدلال ما لا يدركه البصر بوجه من الوجوه.
e69  ,"For the pupil of a mosquito’s eye and similarly small things are not in any way perceptible by sight, even though they are existing bodies.","فإن إنسان عين البعوضة وما جرى مجراه في الصغر ليس يدركه البصر بوجه من الوجوه، وهو مع ذلك جسم موجود.","فإن إنسان عين البعوضة وما جرى مجراه في الصغر ليس يدركه البصر بوجه من الوجوه، وهو مع ذلك جسم موجود."
e70  ,The smallest magnitudes that can be perceived by sight are also related to the strength or weakness of sight. For some small bodies are perceived and sensed by some people but cannot in any way be seen by many others whose sight is not very strong.,"وأصغر المقادير التي يمكن أن يدركها البصر تكون بحسب قوة البصر أيضاً وضعفه، فإن من الأجسام الصغار ما يدركها بعض الناس ويحس بها وتخفى عن أبصار كثير من الناس ولا يدركونها بوجه من الوجوه إن كانت أبصارهم ليست في غاية القوة.","وأصغر المقادير التي يمكن أن يدركها البصر تكون بحسب قوة البصر أيضا وضعفه، فإن من الأجسام الصغار ما يدركها بعض الناس ويحس بها وتخفى عن أبصار كثير من الناس ولا يدركونها بوجه من الوجوه إن كانت أبصارهم ليست في غاية القوة."
e71  ,"When all visible objects, including the smallest, are experimentally examined, they are found to be not extremely small. Rather, for any visible object, even a very small one, it is possible to find among existing bodies one which is smaller than that object and which is not sensible to sight.","وإذا اعتبرت جميع المبصرات وأصغر من المبصرات وجدت ليست في غاية الصغر، بل يوجد كل مبصر وإن كان في غاية الصغر فقد يمكن أن يكون في الأجسام الموجودة ما هو أصغر منه ولا يحس به البصر.","وإذا اعتبرت جميع المبصرات وأصغر من المبصرات وجدت ليست في غاية الصغر، بل يوجد كل مبصر وإن كان في غاية الصغر فقد يمكن أن يكون في الأجسام الموجودة ما هو أصغر منه ولا يحس به البصر."
e72  ,"This proves that no visible object is perceptible by sight unless it has a certain size or [it is something] belonging to an object of a certain size, such as colour, shape and the like. And, therefore, the smallest magnitudes that can be perceived by sight are related to the power of sight.","فدل ذلك على أن البصر ليس يدرك شيئاً من المبصرات إلا إذا كان حجمه مقتدراً أو كان في مبصر مقتدر الحجم، كاللون والشكل وما أشبه ذلك، فإن أصغر المقادير التي يدركها البصر يكون بحسب قوة ذلك البصر.","فدل ذلك على أن البصر ليس يدرك شيئا من المبصرات إلا إذا كان حجمه مقتدرا أو كان في مبصر مقتدر الحجم، كاللون والشكل وما أشبه ذلك، فإن أصغر المقادير التي يدركها البصر يكون بحسب قوة ذلك البصر."
e73  ,We also find that sight does not perceive any visible object unless the object is opaque or has some opacity in it.,وأيضاً فإنا نجد البصر ليس يدرك شيئاً من المبصرات إلا إذا كان كثيفاً أو كان فيه بعض الكثافة.,وأيضا فإنا نجد البصر ليس يدرك شيئا من المبصرات إلا إذا كان كثيفا أو كان فيه بعض الكثافة.
e74  ,For when the body is extremely transparent (such as rarefied air) sight does not perceive it but perceives what is behind it. Sight does not sense a transparent body unless it is denser than the intermediate air between itself and the eye.,فإن الجسم إذا كان غاية الشفيف كالهواء اللطيف فلبس يدركه البصر ويدرك ما وراءه. فليس بجس البصر بالجسم المشف إلا إذا كان أغلظ من الهواء من الهواء المتوسط بينه وبين البصر.,فإن الجسم إذا كان غاية الشفيف كالهواء اللطيف فلبس يدركه البصر ويدرك ما وراءه. فليس بجس البصر بالجسم المشف إلا إذا كان أغلظ من الهواء من الهواء المتوسط بينه وبين البصر.
e75  ,"But every opaque body has a colour or something like colour, such as the light of the stars and the forms of [self-]luminous bodies. Similarly, no transparent body with any opacity in it can be devoid of colour.",وكل جسم كثيف فله لون أو ما يجري مجرى اللون كأضواء الكواكب وصور الأجسام النيرة. وكذلك كل جسم مشف فيه بعض الكثافة فليس يخلوا من اللون.,وكل جسم كثيف فله لون أو ما يجري مجرى اللون كأضواء الكواكب وصور الأجسام النيرة. وكذلك كل جسم مشف فيه بعض الكثافة فليس يخلوا من اللون.
e76  ,"Moreover, we find that when sight perceives some visible object, then moves a considerable distance away from it, the object ceases to be perceived.",وأيضاً فإنا نجد البصر إذا كان يدرك مبصراً من المبصرات ثم بعد عنه بعداً شديداً خفي ذلك عن البصر فلم يدركه.,وأيضا فإنا نجد البصر إذا كان يدرك مبصرا من المبصرات ثم بعد عنه بعدا شديدا خفي ذلك عن البصر فلم يدركه.
e77  ,"And we find that when sight moves so far from the object that the object ceases to be visible, it is still able to perceive from the same distance (unless it is too far) another object of a greater size than that of the invisible object.",ونجد المبصر إذا بعد عن البصر بعداً شديداً حتى ينتهي إلى حد يخفي عن البصر فلا يدركه البصر فقد يمكن للبصر أن يدرك من ذلك البعد بعينه إذا لم يكن في غاية التفاوت مبصراً غير ذلك المبصر إذا كان أعظم جثة من المبصر الخفي.,ونجد المبصر إذا بعد عن البصر بعدا شديدا حتى ينتهي إلى حد يخفي عن البصر فلا يدركه البصر فقد يمكن للبصر أن يدرك من ذلك البعد بعينه إذا لم يكن في غاية التفاوت مبصرا غير ذلك المبصر إذا كان أعظم جثة من المبصر الخفي.
e78  ,This therefore shows that the distances from which a visible object can be perceived and the distances at which it disappears depend on the size of the object.,"فدل ذلك على أن الأبعاد التي يصح أن يدرك منها المبصر والأبعاد التي يخفى منها المبصر إنما تكون بحسب عظم المبصر.
","فدل ذلك على أن الأبعاد التي يصح أن يدرك منها المبصر والأبعاد التي يخفى منها المبصر إنما تكون بحسب عظم المبصر.
"
e79  ,"Furthermore, we find that the distances from which sight can perceive visible objects vary with the lights existing in these objects: a more intensely illuminated object may be perceived by sight from a distance at which objects of equal size are invisible—given that the lights in these objects are fainter than the light of that object.","ونجد الأبعاد التي يصح أن يدرك منها البصر المبصرات تكون بحسب الأضواء التي في المبصرات، وما كان من المبصرات أشد إضاءة فقد يدركه البصر من بعد قد تخفى من مثله المبصرات المساوية لذلك المبصر في العظم إذا كانت الأضواء التي فيها أضعف من الضوء الذي في ذلك المبصر.","ونجد الأبعاد التي يصح أن يدرك منها البصر المبصرات تكون بحسب الأضواء التي في المبصرات، وما كان من المبصرات أشد إضاءة فقد يدركه البصر من بعد قد تخفى من مثله المبصرات المساوية لذلك المبصر في العظم إذا كانت الأضواء التي فيها أضعف من الضوء الذي في ذلك المبصر."
e80  ,For let a fire at some place be surrounded by objects or bodies each of which is equal in size to the bulk of the fire (or not greatly different from it) and illuminated by the light of that fire.,"وذلك أنه إذا كان في موضع من المواضع نار مشتعلة، وكان حواليها أشخاص وأجسام مساو كل واحد منها لجملة النار في العظم أو ليست بمتفاوتة العظم، وأشرق عليها ضوء تلك النار، ","وذلك أنه إذا كان في موضع من المواضع نار مشتعلة، وكان حواليها أشخاص وأجسام مساو كل واحد منها لجملة النار في العظم أو ليست بمتفاوتة العظم، وأشرق عليها ضوء تلك النار، "
e81  ,"A man approaching the fire from a considerable distance in a dark night will see the fire before he sees any of the objects or bodies surrounding it, although they are equal to or greater than the fire and are illuminated by its light.","ثم قصد تلك النار قاصد من بعد شديد في سواد الليل، فإن ذلك القاصد يرى النار قبل أن يرى شيئاً مما حواليها من الأشخاص والأجسام التي هي مساوية لها في العظم وأعظم منها ومضيئة بضوء تلك النار.","ثم قصد تلك النار قاصد من بعد شديد في سواد الليل، فإن ذلك القاصد يرى النار قبل أن يرى شيئا مما حواليها من الأشخاص والأجسام التي هي مساوية لها في العظم وأعظم منها ومضيئة بضوء تلك النار."
e82  ,When that man approaches the fire there will appear to him the objects round the fire and close to it. Those objects nearer the fire and of strong light will appear before those which are farther from it and of faint light.,"ثم إذا قرب ذلك الإنسان من النار ظهرت له الأشخاص التي حول النار وما قرب منها، ويظهر ما كان من تلك الأشخاص قريباً من النار والضوء الذي عليه قوي قبل أن يظهر ما كان بعيداً من النار والضوء الذي عليه ضعيف،","ثم إذا قرب ذلك الإنسان من النار ظهرت له الأشخاص التي حول النار وما قرب منها، ويظهر ما كان من تلك الأشخاص قريبا من النار والضوء الذي عليه قوي قبل أن يظهر ما كان بعيدا من النار والضوء الذي عليه ضعيف،"
e83  ,"Then, when he reaches the fire, there will appear to him all the visible objects round and near it.",ثم إذا وصل إليها ظهر له جميع ما حول النار وبالقرب منها من المبصرات.,ثم إذا وصل إليها ظهر له جميع ما حول النار وبالقرب منها من المبصرات.
e84  ,"Similarly, when we experimentally examine distant visible objects in daylight, we find that those illuminated by sunlight or by strong lights appear from distances at which there disappear the objects of equal size and colour when they are in the shadow or illuminated by faint light.","وكذلك إذا اعتبرت المبصرات المتباعدة في ضوء النهار يوجد الذي عليه ضوء الشمس والأضواء القوية تظهر من الأبعاد التي تخفى منها المبصرات المساوية لها في العظم وفي اللون التي تكون في الظل والأضواء التي عليها ضعيفة.
","وكذلك إذا اعتبرت المبصرات المتباعدة في ضوء النهار يوجد الذي عليه ضوء الشمس والأضواء القوية تظهر من الأبعاد التي تخفى منها المبصرات المساوية لها في العظم وفي اللون التي تكون في الظل والأضواء التي عليها ضعيفة.
"
e85  ,It follows from this that the distances from which sight can perceive visible objects and the distances at which they become invisible vary with the lights existing in those objects.,"فيلزم من ذلك أن تكون الأبعاد التي منها يصح أن يدرك البصر المبصرات، والأبعاد التي تخفى منها المبصرات، إنما تكون بحسب الأضواء التي في المبصرات.
","فيلزم من ذلك أن تكون الأبعاد التي منها يصح أن يدرك البصر المبصرات، والأبعاد التي تخفى منها المبصرات، إنما تكون بحسب الأضواء التي في المبصرات.
"
e86  ,"We also find that brilliant-white and bright-coloured bodies are visible from distances at which dull, earthy and dark bodies disappear from view, even when the bodies are identical in size and light and all other conditions except colour.",ونجد أيضاً الأجسام الساطعة البياض والمشرقة الألوان قد تظهر من الأبعاد التي قد تخفى من مثلها الأجسام الكدرة والترابية والمنكسفة مع تساويها في الحجم وفي الضوء وفي جميع الأحوال ما سوى اللون.,ونجد أيضا الأجسام الساطعة البياض والمشرقة الألوان قد تظهر من الأبعاد التي قد تخفى من مثلها الأجسام الكدرة والترابية والمنكسفة مع تساويها في الحجم وفي الضوء وفي جميع الأحوال ما سوى اللون.
e87  ,"Thus when ships are sailing at a great distance in the sea, their sails, if white, look like stars from the distance; sight perceives their whiteness but not the ships themselves nor anything in them that is not brilliant white as long as they are far distant.","وذلك أن السفن المقلعة في البحر، إذا كانت على بعد شديد، فإن أقلاعها تظهر من البعد كالنجوم إذا كانت قلوعها بيضاء ويدرك البصر بياضها ولا يدرك مع ذلك السفن ولا شيئاً مما فيها مما ليس بساطع البياض ما دامت على مسافة بعيدة،","وذلك أن السفن المقلعة في البحر، إذا كانت على بعد شديد، فإن أقلاعها تظهر من البعد كالنجوم إذا كانت قلوعها بيضاء ويدرك البصر بياضها ولا يدرك مع ذلك السفن ولا شيئا مما فيها مما ليس بساطع البياض ما دامت على مسافة بعيدة،"
e88  ,"Then, when the ships approach the eye, they and their contents become visible, even though sight was not previously able to perceive them when it perceived only their sails.","ثم إذا قربت من البصر ظهرت السفن وأدركها البصر وأدرك ما فيها بعد أن كان لا يحس بها وهو يحس بقلوعها فقط.
","ثم إذا قربت من البصر ظهرت السفن وأدركها البصر وأدرك ما فيها بعد أن كان لا يحس بها وهو يحس بقلوعها فقط.
"
e89  ,"It is similarly the case with objects on the surface of the ground when they are of equal (or not very different) size and of different colours (some being brilliant white, others of bright colours and yet others of earthy or dull colours) and all are illuminated by the same light: if someone approaches them from a considerable distance, he will see the brilliant white objects before any of the others;","وكذلك إذا كانت أشخاص على سطح الأرض، وكانت متساوية الأقدار أو ليست أقدارها متفاوتة الاختلاف، وكانت مختلفة الألوان، وكان بعضها بيضاً ساطعة البياض وكان بعضها ذا ألوان مشرقة وبعضها ترابية أو منكسف الألوان، وكان الضوء المشرق عليها واحداً، ثم قصدها قاصد من بعد شديد، فإنه يرى البيض منها الساطعة البياض قبل أن يرى شيئاً من الأشخاص الباقية.","وكذلك إذا كانت أشخاص على سطح الأرض، وكانت متساوية الأقدار أو ليست أقدارها متفاوتة الاختلاف، وكانت مختلفة الألوان، وكان بعضها بيضا ساطعة البياض وكان بعضها ذا ألوان مشرقة وبعضها ترابية أو منكسف الألوان، وكان الضوء المشرق عليها واحدا، ثم قصدها قاصد من بعد شديد، فإنه يرى البيض منها الساطعة البياض قبل أن يرى شيئا من الأشخاص الباقية."
e90  ,"when he comes nearer, the bright-coloured objects will appear before those of the earthy or dull colours; then as he comes nearer still, the others will become visible, until they are all apparent.","ثم إذا قرب ظهرت الأشخاص المشرقة الألوان قبل أن تظهر الترابية والمنكسفة الألوان. ثم كلما قرب ظهرت له الباقية إلى أن يظهر له جميعها ويحس بها معاً.
","ثم إذا قرب ظهرت الأشخاص المشرقة الألوان قبل أن تظهر الترابية والمنكسفة الألوان. ثم كلما قرب ظهرت له الباقية إلى أن يظهر له جميعها ويحس بها معا.
"
e91  ,It follows from this that the distances from which objects can be seen and the distances at which they cease to be visible are according to the objects’ colour.,"فيلزم من ذلك أن تكون الأبعاد التي يصح أن يدرك منها البصر المبصرات، والأبعاد التي تخفى منها المبصرات، إنما تكون بحسب ألوان المبصرات.
","فيلزم من ذلك أن تكون الأبعاد التي يصح أن يدرك منها البصر المبصرات، والأبعاد التي تخفى منها المبصرات، إنما تكون بحسب ألوان المبصرات.
"
e92  ,"We also find that the distances from which an object can be seen, and the distances at which it ceases to be visible, are according to the power of sight.","ونجد أيضاً الأبعاد التي يصح أن يدرك من مثلها مبصر من المبصرات، والأبعاد التي يخفى من مثلها مبصر من المبصرات، إنما تكون بحسب قوة البصر. 
","ونجد أيضا الأبعاد التي يصح أن يدرك من مثلها مبصر من المبصرات، والأبعاد التي يخفى من مثلها مبصر من المبصرات، إنما تكون بحسب قوة البصر. 
"
e93  ,For a man of keen sight may perceive an object from a distance at which that same object would not be visible under the same conditions to a man of weak sight.,فإن الحديد البصر قد يدرك مبصراً من المبصرات من بعد قد يخفى منه ذلك المبصر بعينه في تلك الحال بعينها عن الضعيف البصر.,فإن الحديد البصر قد يدرك مبصرا من المبصرات من بعد قد يخفى منه ذلك المبصر بعينه في تلك الحال بعينها عن الضعيف البصر.
e94  ,"It follows from what we have stated and gathered by induction regarding distances that the distances from which an object can be perceived and those at which an object becomes invisible are according to the conditions and properties of the object itself, and also according to the strength or weakness of the sight itself that perceives it.","فيلزم من جميع ما ذكرناه واستقريناه من أحوال أبعاد المبصرات أن تكون الأبعاد التي يصح أن يدرك من مثلها مبصر من المبصرات، والأبعاد التي يخفى من مثلها مبصر من المبصرات، إنما تكون بحسب ذلك المبصر بعينه وبحسب أحواله وبحسب المعاني التي فيه وبحسب البصر أيضاً الذي يدركه بعينه في قوته وضعفه.
","فيلزم من جميع ما ذكرناه واستقريناه من أحوال أبعاد المبصرات أن تكون الأبعاد التي يصح أن يدرك من مثلها مبصر من المبصرات، والأبعاد التي يخفى من مثلها مبصر من المبصرات، إنما تكون بحسب ذلك المبصر بعينه وبحسب أحواله وبحسب المعاني التي فيه وبحسب البصر أيضا الذي يدركه بعينه في قوته وضعفه.
"
e95  ,"Therefore, from all that we have stated and found by induction and experiment to be uniform and subject to no variation or contradiction, it is evident that sight does not perceive any object that exists with it in the same air and is not perceived by reflection, unless that object combines the conditions, we have stated","فقد تبين من جميع ما ذكرناه مما يوجد بالاستقراء والاعتبار ويوجد مطرداً لا يختلف ولا ينتقض، أن البصر ليس يدرك شيئاً من المبصرات التي تكون معه في هواء واحد ويكون إدراكه له لا بالانعكاس إلا إذا اجتمعت للمبصر المعاني التي ذكرناها،","فقد تبين من جميع ما ذكرناه مما يوجد بالاستقراء والاعتبار ويوجد مطردا لا يختلف ولا ينتقض، أن البصر ليس يدرك شيئا من المبصرات التي تكون معه في هواء واحد ويكون إدراكه له لا بالانعكاس إلا إذا اجتمعت للمبصر المعاني التي ذكرناها،"
e96  ,— namely: that there exists between it and the eye a certain distance proportionate to that object; that it lies opposite the eye —,"وهي أن يكون بينه وبين البصر بعد ما بحسب ذلك المبصر، ويكون مقابلاً للبصر،","وهي أن يكون بينه وبين البصر بعد ما بحسب ذلك المبصر، ويكون مقابلا للبصر،"
e97  ,"I mean that an imaginary line exists between each point on its visible surface and a certain point on the surface of the eye; that light exists in it, whether from itself or from another object; that it is of a certain size in relation to the sensitive power of the eye; that the air or body between it and the surface of the eye is of a continuous transparency uninterrupted by any opaque body; that it is opaque, or of some opacity","أعني أن يكون بين كل نقطة من سطحه الذي يدركه البصر وبين نقطة ما من سطح البصر خط مستقيم متوهم، ويكون فيه ضوء ما إما من ذاته أو من غيره، ويكون حجمه مقتدراً بالإضافة إلى قوة إحساس البصر، ويكون الهواء الذي بينه وبين سطح البصر أو الجسم الذي بينه وبين سطح البصر مشفاً متصل الشفيف لا يتخلله شيء من الأجسام الكثيفة، ويكون كثيفاً أو فيه بعض الكثافة","أعني أن يكون بين كل نقطة من سطحه الذي يدركه البصر وبين نقطة ما من سطح البصر خط مستقيم متوهم، ويكون فيه ضوء ما إما من ذاته أو من غيره، ويكون حجمه مقتدرا بالإضافة إلى قوة إحساس البصر، ويكون الهواء الذي بينه وبين سطح البصر أو الجسم الذي بينه وبين سطح البصر مشفا متصل الشفيف لا يتخلله شيء من الأجسام الكثيفة، ويكون كثيفا أو فيه بعض الكثافة"
e98  ,"— I mean that it is either non-transparent or its transpar­ency is denser than that of the air or of the transparent body extending between it and the surface of the eye — [it being understood that] an opaque body must possess colour or something like colour, and the same is true of a transparent body with some density in it.","أعني أن لا يكون فيه شفيف أو يكون مشفاً وشفيفه أغلظ من شفيف الهواء المبسوط بينه وبين سطح البصر أو الجسم المشف المتوسط بينه وبين سطح البصر، وليس يكون الكثيف إلا ذا لون أو ما يجري مجرى اللون، وكذلك المشف الذي فيه بع الغلظ.","أعني أن لا يكون فيه شفيف أو يكون مشفا وشفيفه أغلظ من شفيف الهواء المبسوط بينه وبين سطح البصر أو الجسم المشف المتوسط بينه وبين سطح البصر، وليس يكون الكثيف إلا ذا لون أو ما يجري مجرى اللون، وكذلك المشف الذي فيه بع الغلظ."
e99  ,"These, then, are the conditions which must combine in a visible object for vision to be effected.",فهذه المعاني هي التي لا يتم الإبصار إلا بعد اجتماعها للمبصر.,فهذه المعاني هي التي لا يتم الإبصار إلا بعد اجتماعها للمبصر.
e100                      ,"When these conditions combine in an object, and sight is free from defects, it will perceive that object. When sight lacks one of these conditions, it will not perceive the object in respect of which that condition is lacking. That being so, these conditions are therefore the characteristic properties of sight without the concurrence of which vision cannot be accomplished.","وإذا اجتمعت هذه المعاني للمبصر، وكان البصر سليماً من الآفات، فإنه يدرك ذلك المبصر، وإذا عدم البصر واحداً من هذه المعاني إذن هي خواص البصر التي بها وباجتماعها يتم الإبصار.
","وإذا اجتمعت هذه المعاني للمبصر، وكان البصر سليما من الآفات، فإنه يدرك ذلك المبصر، وإذا عدم البصر واحدا من هذه المعاني إذن هي خواص البصر التي بها وباجتماعها يتم الإبصار.
"
